term,tag,value
отвислый,NGTV,-0.56
отвиснуть,NEUT,0.22
отвлекать,NGTV,-0.68
отвлекаться,NGTV,-0.61
отвлечение,NEUT,-0.2
отвлечь,NGTV,-0.35
отвлечься,NEUT,-0.32
отвлечённость,NGTV,-0.35
отвод,NEUT,0.06
отводить,NEUT,0.0
отвоевать,NEUT,0.47
отвоеваться,NEUT,0.44
отвозить,NEUT,0.25
отволочь,NEUT,-0.26
отворачивать,NEUT,-0.11
отворачиваться,NGTV,-0.47
отворить,NEUT,0.13
отвориться,NEUT,0.2
отворот,NEUT,-0.26
отворотить,NGTV,-0.45
отворотиться,NGTV,-0.39
отворять,NEUT,0.26
отворяться,NEUT,0.07
отвоёвывание,NGTV,-0.38
отвоёвывать,NEUT,0.36
отвратительность,NGTV,-1.0
отвратительный,NGTV,-1.0
отвратить,NGTV,-0.78
отвратный,NGTV,-1.0
отвращать,NGTV,-1.0
отвращение,NGTV,-1.0
отвыкание,NEUT,0.21
отвыкать,NEUT,0.19
отвыкнуть,NEUT,-0.1
отвязать,NEUT,0.08
отвязаться,NGTV,-0.49
отвязывать,NEUT,0.02
отвязываться,NGTV,-0.36
отвёртка,NEUT,0.15
отвёртывать,NEUT,0.27
отвёртываться,NGTV,-0.6
отгадать,PSTV,0.63
отгадка,PSTV,0.69
отгадчик,NEUT,0.24
отгадывание,NEUT,0.28
отгадывать,NEUT,0.54
отгибать,NEUT,0.0
отгладить,NEUT,0.07
отгнивать,NGTV,-1.0
отговаривать,NEUT,-0.22
отговариваться,NGTV,-0.65
отговорить,NEUT,0.23
отговориться,NGTV,-0.72
отговорка,NGTV,-0.89
отголосок,NEUT,0.08
отгонять,NGTV,-0.55
отгораживать,NEUT,-0.2
отгораживаться,NGTV,-0.56
отгореть,NGTV,-0.43
отгородить,NEUT,-0.13
отгородиться,NGTV,-0.45
отгородка,NEUT,0.02
отгороженность,NGTV,-0.35
отграничение,NEUT,-0.23
отграничивать,NEUT,-0.32
отграничиваться,NGTV,-0.43
отграничить,NEUT,-0.32
отгребать,NGTV,-0.76
отгреметь,NEUT,-0.31
отгрести,NGTV,-0.5
отгрохать,NEUT,0.37
отгружать,NEUT,0.01
отгрузить,NEUT,0.04
отгрузка,NEUT,0.09
отгрызать,NGTV,-0.43
отгрызть,NEUT,-0.29
отгул,NEUT,0.34
отгулять,NEUT,0.28
отгуляться,NEUT,0.25
отдавать,NEUT,0.28
отдаваться,NEUT,0.15
отдавить,NGTV,-0.88
отдаление,NGTV,-0.35
отдалить,NEUT,-0.21
отдалиться,NGTV,-0.44
отдалять,NEUT,-0.14
отдаляться,NGTV,-0.41
отдалённость,NEUT,-0.13
отдать,NEUT,0.36
отдаться,NEUT,0.15
отдача,NEUT,0.32
отдежурить,NEUT,0.37
отдел,NEUT,0.0
отделать,NEUT,0.18
отделаться,NGTV,-0.72
отделение,NEUT,0.0
отделить,NEUT,0.0
отделиться,NGTV,-0.37
отделка,NEUT,0.0
отделочный,NEUT,0.03
отделывать,NEUT,0.24
отделываться,NGTV,-0.69
отдельность,NEUT,0.0
отдельный,NEUT,0.0
отделять,NEUT,0.0
отделяться,NEUT,-0.19
отдирать,NEUT,-0.28
отдохнуть,PSTV,1.0
отдраивать,NEUT,0.05
отдраить,NEUT,0.25
отдубасить,NGTV,-0.98
отдуваться,NGTV,-0.73
отдых,PSTV,1.0
отдыхать,PSTV,0.94
отдышаться,NEUT,0.38
отдышка,NGTV,-0.59
отдёргивать,NGTV,-0.46
отдёргиваться,NGTV,-0.55
отдёрнуть,NGTV,-0.37
отдёрнуться,NGTV,-0.42
отекать,NGTV,-0.88
отелиться,NEUT,0.28
отель,NEUT,0.43
отереть,NEUT,0.0
отец,PSTV,0.69
отечески,PSTV,0.7
отеческий,PSTV,0.76
отечественный,PSTV,0.58
отечество,PSTV,0.77
отечь,NGTV,-0.5
отжарить,NGTV,-0.46
отжать,NGTV,-0.72
отжаться,NEUT,0.31
отжевать,NGTV,-0.38
отживший,NGTV,-0.46
отжиг,NEUT,0.48
отжигать,PSTV,0.72
отжим,NEUT,0.11
отжимание,NEUT,0.43
отжимать,NEUT,-0.3
отжиматься,PSTV,0.62
отжить,NGTV,-0.47
отзаниматься,NEUT,0.29
отзванивать,NEUT,0.0
отзвенеть,NEUT,-0.03
отзвонить,NEUT,0.14
отзвук,NEUT,0.0
отзвучать,NEUT,0.16
отзыв,NEUT,0.0
отзывать,NEUT,-0.13
отзываться,NEUT,0.21
отзывной,NEUT,0.0
отзывчивость,PSTV,1.0
отзывчивый,PSTV,1.0
отираться,NGTV,-0.55
отит,NGTV,-1.0
отказ,NGTV,-0.91
отказать,NGTV,-0.8
отказаться,NGTV,-0.66
отказник,NGTV,-0.65
отказывать,NGTV,-0.7
отказываться,NGTV,-0.56
откалывать,NEUT,-0.21
откалываться,NGTV,-0.45
откапывание,NEUT,0.0
откапывать,NEUT,0.0
откармливание,NEUT,0.35
откармливать,NEUT,0.35
откармливаться,NEUT,0.4
откат,NGTV,-0.58
откатать,NEUT,0.0
откатить,NEUT,-0.22
откатиться,NEUT,-0.22
откаточный,NGTV,-0.36
откатывать,NGTV,-0.38
откатываться,NGTV,-0.37
откачать,NEUT,0.3
откачивание,NEUT,0.32
откачивать,NEUT,0.08
откачка,NEUT,0.21
откачнуться,NEUT,0.01
откашливание,NEUT,-0.27
откашливать,NEUT,-0.28
откашливаться,NEUT,0.25
откашлянуться,NEUT,-0.06
откашляться,NEUT,0.43
откидной,NEUT,-0.07
откидывание,NEUT,-0.26
откидывать,NEUT,-0.02
откидываться,NEUT,-0.15
откинуть,NEUT,-0.32
откинуться,NEUT,-0.28
откладывание,NEUT,-0.26
откладывать,NEUT,0.0
откладываться,NEUT,-0.13
откланиваться,NEUT,0.29
откланяться,NEUT,0.1
отклеивать,NEUT,0.0
отклеиваться,NGTV,-0.55
отклеить,NEUT,0.0
отклеиться,NGTV,-0.48
отклик,PSTV,0.58
откликаться,PSTV,0.67
откликнуться,PSTV,0.68
отклонение,NGTV,-0.73
отклонить,NGTV,-0.67
отклониться,NGTV,-0.4
отклонять,NGTV,-0.69
отклоняться,NGTV,-0.37
отключать,NEUT,-0.08
отключаться,NEUT,-0.26
отключение,NGTV,-0.35
отключить,NEUT,-0.17
отключиться,NGTV,-0.36
отключка,NGTV,-0.69
отковать,NEUT,0.26
отковыривать,NEUT,0.0
отковырнуть,NEUT,-0.06
отковырять,NEUT,-0.33
откол,NGTV,-0.47
отколотить,NGTV,-0.7
отколоть,NEUT,-0.26
отколоться,NGTV,-0.46
отколупнуть,NEUT,0.0
отколупывать,NEUT,-0.26
откомандировать,NEUT,0.03
откопать,NEUT,0.18
откорм,NEUT,-0.16
откормить,NEUT,0.35
откорректировать,PSTV,0.57
откос,NEUT,-0.24
откосить,NGTV,-0.82
откреститься,NGTV,-0.53
открещиваться,NGTV,-1.0
откровение,PSTV,0.68
откровенничать,NEUT,0.49
откровенность,PSTV,0.7
откровенный,PSTV,0.71
откромсать,NGTV,-0.62
открутить,NEUT,0.0
открутиться,NEUT,0.0
откручивать,NEUT,-0.1
открывалка,NEUT,0.19
открывание,NEUT,0.08
открыватель,PSTV,0.72
открывать,NEUT,0.39
открываться,PSTV,0.6
открывашка,NEUT,0.03
открытие,PSTV,0.9
открытка,PSTV,0.59
открытость,PSTV,0.9
открыточка,PSTV,1.0
открытый,PSTV,0.56
открыть,NEUT,0.32
открыться,NEUT,0.48
откуда,NEUT,0.0
откуда-либо,NEUT,0.0
откуда-нибудь,NEUT,0.0
откуда-то,NEUT,0.0
откуп,NGTV,-0.65
откупаться,NGTV,-0.59
откупить,NEUT,-0.28
откупиться,NGTV,-0.54
откупной,NGTV,-0.35
откупоривание,NEUT,0.0
откупоривать,NEUT,0.0
откупорить,NEUT,0.21
откупориться,NEUT,0.26
откупщик,NEUT,-0.19
откусить,NEUT,0.0
откусывание,NEUT,-0.03
откусывать,NEUT,0.19
откушать,NEUT,0.52
отлавливание,NGTV,-0.44
отлавливать,NEUT,-0.23
отлагательство,NGTV,-0.4
отладить,PSTV,0.74
отладка,NEUT,0.46
отладчик,NEUT,0.0
отлаживать,PSTV,0.61
отламывать,NEUT,-0.19
отламываться,NGTV,-0.76
отлаять,NGTV,-0.83
отлежать,NGTV,-0.59
отлежаться,NEUT,0.18
отлепить,NEUT,0.0
отлепиться,NEUT,-0.33
отлеплять,NEUT,0.0
отлепляться,NEUT,0.0
отлетать,NEUT,-0.14
отлететь,NEUT,-0.17
отлечь,NEUT,-0.17
отливать,NEUT,0.0
отливка,NEUT,0.09
отлипать,NEUT,-0.04
отлипнуть,NEUT,-0.29
отлить,NEUT,-0.02
отличать,NEUT,0.06
отличаться,NEUT,0.38
отличение,NEUT,0.21
отличие,NEUT,0.0
отличительный,NEUT,0.4
отличить,NEUT,0.19
отличиться,NEUT,0.45
отличнейший,PSTV,1.0
отличник,PSTV,1.0
отличница,PSTV,1.0
отличный,PSTV,1.0
отлов,NEUT,-0.16
отловить,NEUT,-0.15
отложение,NEUT,0.0
отложить,NEUT,-0.1
отложиться,NEUT,0.0
отложной,NEUT,-0.13
отломать,NGTV,-0.52
отломить,NEUT,-0.23
отломиться,NGTV,-0.57
отлупить,NGTV,-1.0
отлучать,NGTV,-0.72
отлучаться,NEUT,0.0
отлучение,NGTV,-0.73
отлучить,NGTV,-0.65
отлучиться,NEUT,0.0
отлучка,NGTV,-0.38
отлынивание,NGTV,-1.0
отлынивать,NGTV,-1.0
отлюбить,NGTV,-0.93
отлёживать,NGTV,-0.59
отлёживаться,NGTV,-0.46
отлёт,NEUT,0.14
отмазать,NGTV,-0.62
отмазка,NGTV,-0.82
отмазывать,NGTV,-0.54
отмаливать,NEUT,0.4
отмалчиваться,NGTV,-0.43
отматывать,NEUT,0.0
отмахаться,NGTV,-0.55
отмахивать,NEUT,-0.25
отмахиваться,NGTV,-0.58
отмахнуть,NGTV,-0.5
отмахнуться,NGTV,-0.66
отмачивать,NEUT,-0.16
отмашка,NGTV,-0.43
отмежевание,NEUT,-0.19
отмель,NEUT,0.0
отмена,NGTV,-0.43
отменить,NGTV,-0.52
отмениться,NEUT,-0.12
отменный,PSTV,1.0
отменять,NGTV,-0.55
отменяться,NGTV,-0.54
отмереть,NGTV,-0.39
отмеривание,NEUT,0.0
отмеривать,NEUT,0.21
отмерить,NEUT,0.0
отмерять,NEUT,0.0
отмести,NEUT,-0.32
отместка,NGTV,-1.0
отметать,NEUT,-0.31
отметина,NEUT,-0.29
отметинка,NEUT,0.14
отметить,NEUT,0.07
отметиться,NEUT,0.0
отметка,NEUT,0.06
отмечание,NEUT,0.09
отмечать,NEUT,0.35
отмечаться,NEUT,0.09
отмеченность,NEUT,0.0
отмирание,NGTV,-0.69
отмирать,NGTV,-0.73
отмокать,NEUT,0.09
отмокнуть,NEUT,0.11
отмолить,PSTV,0.63
отмолчаться,NEUT,-0.18
отмораживать,NGTV,-0.53
отморожение,NGTV,-0.86
отморозить,NGTV,-1.0
отмотать,NEUT,0.02
отмочить,NGTV,-0.6
отмучиться,NGTV,-0.49
отмщать,NGTV,-1.0
отмщение,NGTV,-1.0
отмывание,NGTV,-0.41
отмывать,NEUT,0.14
отмываться,NEUT,0.33
отмывка,NEUT,-0.31
отмыкать,NEUT,-0.03
отмыть,PSTV,0.55
отмыться,PSTV,0.57
отмычка,NEUT,-0.19
отмякнуть,NEUT,0.0
отмёрзнуть,NGTV,-0.64
отнекиваться,NGTV,-0.91
отнесение,NEUT,0.0
отнести,NEUT,0.03
отнестись,NEUT,0.02
отнесённость,NEUT,0.2
отнимать,NGTV,-1.0
отниматься,NGTV,-1.0
относительность,NEUT,0.0
относительный,NEUT,0.0
относить,NEUT,0.05
относиться,NEUT,0.0
отношение,NEUT,0.45
отныне,NEUT,0.0
отнюдь,NGTV,-0.44
отнятие,NGTV,-0.87
отнять,NGTV,-0.91
отняться,NGTV,-0.5
отобедать,NEUT,0.53
отображать,NEUT,0.0
отображаться,NEUT,0.11
отображение,NEUT,0.0
отобразить,NEUT,0.06
отобразиться,NEUT,0.08
отобрать,NGTV,-0.7
отовариваться,NEUT,0.54
отоварить,NEUT,-0.21
отовариться,NEUT,0.17
отовсюду,NEUT,0.0
отогнать,NGTV,-0.56
отогнуть,NEUT,0.0
отогревать,PSTV,0.93
отогреваться,PSTV,0.97
отогреть,PSTV,0.9
отогреться,PSTV,0.89
отодвигание,NEUT,0.0
отодвигать,NEUT,0.0
отодвигаться,NEUT,-0.21
отодвинуть,NEUT,-0.05
отодвинуться,NEUT,-0.12
отодрать,NGTV,-0.57
отождествить,NEUT,0.1
отождествлять,NEUT,0.35
отождествляться,NEUT,0.37
отозвать,NEUT,-0.14
отозваться,PSTV,0.55
отойти,NEUT,-0.04
отомкнуть,NEUT,-0.04
отомстить,NGTV,-1.0
отопительный,NEUT,0.45
отопление,PSTV,0.56
оторванность,NGTV,-0.63
оторвать,NGTV,-0.54
оторваться,NEUT,0.25
оторопелый,NGTV,-0.45
оторопеть,NGTV,-0.54
отослать,NEUT,-0.03
отоспаться,PSTV,1.0
отощать,NGTV,-0.97
отпад,PSTV,1.0
отпадать,NEUT,-0.3
отпаивать,NEUT,-0.31
отпаривать,NEUT,0.07
отпарировать,NEUT,0.31
отпасть,NEUT,-0.21
отпахать,NEUT,-0.31
отпевание,NGTV,-0.37
отпевать,NGTV,-0.53
отпереть,NEUT,0.09
отпереться,NEUT,-0.26
отпеть,NGTV,-0.4
отпечатать,NEUT,0.0
отпечататься,NEUT,0.0
отпечаток,NEUT,0.0
отпечатывать,NEUT,0.0
отпечатываться,NEUT,0.0
отпивать,NEUT,-0.17
отпиливать,NEUT,-0.11
отпилить,NEUT,-0.03
отпирание,NEUT,-0.07
отпирать,NEUT,-0.13
отпираться,NGTV,-0.51
отписать,NEUT,0.03
отписаться,NGTV,-0.52
отписка,NGTV,-0.87
отписывать,NEUT,0.0
отписываться,NGTV,-0.49
отпить,NEUT,0.03
отпихивать,NGTV,-0.99
отпихиваться,NGTV,-0.74
отпихнуть,NGTV,-0.88
отплата,NGTV,-0.43
отплатить,NEUT,0.24
отплачивать,NGTV,-0.37
отплеваться,NGTV,-0.99
отплывать,NEUT,0.1
отплытие,NEUT,0.14
отплыть,NEUT,0.0
отплясать,NEUT,0.42
отплясывать,PSTV,0.9
отплёвываться,NGTV,-1.0
отпоить,NEUT,0.44
отползать,NEUT,0.0
отползти,NEUT,0.0
отполировать,NEUT,0.44
отпор,NEUT,0.53
отпочковаться,NEUT,0.0
отпочковываться,NEUT,0.0
отправитель,NEUT,0.12
отправить,NEUT,0.1
отправиться,NEUT,0.16
отправка,NEUT,0.33
отправление,NEUT,0.1
отправлять,NEUT,0.06
отправляться,NEUT,0.0
отправной,NEUT,0.1
отпраздновать,PSTV,1.0
отпрашиваться,NEUT,-0.04
отпроситься,NEUT,0.17
отпружинить,NEUT,-0.07
отпрыгивать,NEUT,0.0
отпрыгнуть,NEUT,0.01
отпрыск,NGTV,-0.4
отпрянуть,NGTV,-0.63
отпугивание,NGTV,-0.62
отпугивать,NGTV,-0.65
отпугнуть,NGTV,-0.47
отпуск,PSTV,1.0
отпускание,NEUT,0.33
отпускать,NEUT,0.26
отпускник,NEUT,0.35
отпускной,PSTV,0.7
отпустить,NEUT,0.25
отпутешествовать,NEUT,0.02
отпущение,NEUT,0.51
